time,open,high,low,close
2004-06-02,12132,12219,12120,12193
2004-06-03,12184,12212,12108,12115
2004-06-04,12125,12228,12121,12180
2004-06-07,12203,12325,12200,12309
2004-06-08,12306,12359,12276,12354
2004-06-09,12357,12357,12287,12297
2004-06-10,12301,12343,12301,12333
2004-06-11,12334,12335,12305,12333
2004-06-14,12295,12314,12240,12270
2004-06-15,12278,12362,12275,12325
2004-06-16,12320,12358,12287,12310
2004-06-17,12305,12322,12268,12310
2004-06-18,12304,12372,12270,12340
2004-06-21,12365,12387,12291,12297
2004-06-22,12302,12339,12236,12335
2004-06-23,12332,12420,12289,12413
2004-06-24,12405,12421,12363,12381
2004-06-25,12380,12416,12308,12323
2004-06-28,12345,12404,12256,12273
2004-06-29,12262,12360,12262,12342
2004-06-30,12341,12403,12305,12373
2004-07-01,12374,12391,12204,12243
2004-07-02,12247,12263,12190,12217
2004-07-06,12226,12240,12119,12146
2004-07-07,12147,12203,12117,12174
2004-07-08,12120,12198,12097,12118
2004-07-09,12126,12168,12119,12145
2004-07-12,12154,12188,12088,12168
2004-07-13,12170,12187,12111,12170
2004-07-14,12142,12217,12101,12139
2004-07-15,12150,12161,12062,12073
2004-07-16,12073,12165,12060,12080
2004-07-19,12086,12110,11991,12015
2004-07-20,12009,12127,11991,12111
2004-07-21,12117,12169,11945,11956
2004-07-22,11955,12005,11871,11959
2004-07-23,11950,11963,11859,11898
2004-07-26,11906,11934,11843,11892
2004-07-27,11899,12030,11892,12005
2004-07-28,12004,12077,11918,12053
2004-07-29,12051,12095,12013,12064
2004-07-30,12069,12102,12014,12083
2004-08-02,12026,12131,12021,12108
2004-08-03,12095,12104,12026,12033
2004-08-04,12028,12092,11983,12048
2004-08-05,12044,12065,11870,11876
2004-08-06,11878,11913,11718,11743
2004-08-09,11745,11787,11735,11743
2004-08-10,11748,11875,11746,11860
2004-08-11,11836,11891,11777,11874
2004-08-12,11877,11888,11728,11761
2004-08-13,11764,11791,11719,11775
2004-08-16,11763,11906,11733,11882
2004-08-17,11877,11960,11861,11925
2004-08-18,11912,12033,11879,12024
2004-08-19,12021,12032,11932,11986
2004-08-20,11973,12072,11953,12052
2004-08-23,12052,12076,12009,12024
2004-08-24,12028,12088,12004,12050
2004-08-25,12043,12144,12008,12120
2004-08-26,12118,12137,12097,12113
2004-08-27,12110,12154,12107,12143
2004-08-30,12139,12139,12059,12066
2004-08-31,12070,12118,12016,12116
2004-09-01,12113,12150,12046,12114
2004-09-02,12115,12249,12098,12242
2004-09-03,12227,12263,12195,12214
2004-09-07,12244,12306,12227,12285
2004-09-08,12278,12301,12244,12270
2004-09-09,12270,12278,12211,12222
2004-09-10,12220,12260,12179,12246
2004-09-13,12241,12293,12239,12272
2004-09-14,12268,12284,12246,12272
2004-09-15,12267,12271,12169,12174
2004-09-16,12179,12226,12173,12192
2004-09-17,12189,12259,12176,12228
2004-09-20,12222,12231,12125,12143
2004-09-21,12139,12216,12137,12167
2004-09-22,12161,12162,12031,12037
2004-09-23,12036,12052,11964,11968
2004-09-24,11975,12018,11960,11992
2004-09-27,12008,12011,11922,11938
2004-09-28,11938,12037,11914,12010
2004-09-29,12010,12074,11986,12068
2004-09-30,12065,12083,11975,12010
2004-10-01,12009,12146,11982,12137
2004-10-04,12139,12211,12135,12152
2004-10-05,12142,12186,12095,12123
2004-10-06,12128,12187,12099,12182
2004-10-07,12184,12184,12061,12068
2004-10-08,12065,12106,11976,11984
2004-10-11,12005,12039,11986,12031
2004-10-12,12035,12042,11954,12013
2004-10-13,12043,12070,11893,11926
2004-10-14,11917,11949,11814,11833
2004-10-15,11836,11919,11827,11870
2004-10-18,11884,11905,11795,11890
2004-10-19,11904,11957,11822,11832
2004-10-20,11815,11830,11742,11810
2004-10-21,11818,11845,11738,11808
2004-10-22,11805,11824,11686,11694
2004-10-25,11666,11719,11628,11685
2004-10-26,11712,11831,11686,11826
2004-10-27,11823,11953,11778,11932
2004-10-28,11931,11982,11887,11945
2004-10-29,11941,11982,11922,11954
2004-11-01,11947,12014,11943,11987
2004-11-02,11984,12070,11945,11973
2004-11-03,11958,12151,11955,12086
2004-11-04,12082,12257,12063,12246
2004-11-05,12238,12357,12225,12335
2004-11-08,12327,12345,12299,12342
2004-11-09,12338,12373,12311,12332
2004-11-10,12338,12394,12327,12349
2004-11-11,12354,12439,12333,12420
2004-11-12,12420,12488,12405,12477
2004-11-15,12485,12515,12472,12507
2004-11-16,12505,12505,12426,12448
2004-11-17,12460,12560,12453,12519
2004-11-18,12510,12543,12501,12532
2004-11-19,12530,12535,12392,12423
2004-11-22,12402,12463,12345,12446
2004-11-23,12444,12467,12387,12462
2004-11-24,12468,12494,12431,12467
2004-11-26,12497,12506,12446,12455
2004-11-29,12460,12545,12363,12409
2004-11-30,12397,12438,12376,12396
2004-12-01,12406,12545,12387,12531
2004-12-02,12530,12584,12495,12539
2004-12-03,12573,12597,12509,12526
2004-12-06,12516,12534,12478,12488
2004-12-07,12490,12520,12386,12398
2004-12-08,12390,12458,12388,12452
2004-12-09,12439,12511,12363,12491
2004-12-10,12499,12525,12463,12500
2004-12-13,12520,12598,12503,12596
2004-12-14,12594,12645,12570,12626
2004-12-15,12622,12657,12585,12636
